Base_normalized;Atrial_Side_normalized
0.99381;0.64834
0.9938;0.90844
0.98616;0.54292
0.98561;0.27697
0.98553;0.33653
0.98194;0.89422
0.97743;0.11128
0.96985;0.71015
0.96364;0.50649
0.96009;0.03917
0.95869;0.94631
0.95524;0.77
0.94355;0.33875
0.92519;0.2694
0.91462;0
0.90848;0.32384
0.90823;0.6235
0.90579;0.15613
0.90157;0.87728
0.89791;0.53111
0.89242;0.69579
0.89067;0.31617
0.88413;0.02773
0.88171;0.83907
0.87983;0.46712
0.87879;0.66413
0.87652;0.27919
0.87115;0.56888
0.87017;0.8059
0.86314;0.46664
0.85891;0.08216
0.85357;0.67015
0.85168;0
0.84912;0.75197
0.84817;0.15265
0.84615;0.44026
0.84505;0.32324
0.84414;0.95211
0.83784;0.01105
0.83776;0.64158
0.83103;0.40218
0.82883;0.84732
0.82562;0.06051
0.82072;0.37026
0.82038;0.8961
0.81859;0.21841
0.81857;0.45826
0.81624;0.57009
0.81243;0.70905
0.80322;0.00826
0.79665;0.08099
0.78924;0.63578
0.78903;0.01063
0.7878;0.22944
0.78238;0.8795
0.7792;0.44033
0.77852;0.0427
0.77532;0.20399
0.77013;0.90266
0.76858;0.27757
0.76527;0.51558
0.75855;0.67184
0.75816;0.23589
0.75597;0.06514
0.75123;0.84831
0.74672;0.41945
0.74501;0.17508
0.74297;0.00362
0.74225;0.92481
0.74081;0.74544
0.73811;0.43975
0.73192;0.07435
0.73058;0.54852
0.72764;0.89143
0.72143;0.06249
0.72012;0.5
0.71902;0.76874
0.71406;0.10512
0.71005;0.79488
0.70964;0.45374
0.70655;0.19988
0.69903;0.39381
0.69231;0.82623
0.68938;0
0.68476;0.19215
0.68447;0.75516
0.6839;0.48451
0.67566;0.8151
0.6732;0.08902
0.67272;0.55003
0.6685;0.25325
0.66726;0.91123
0.66511;0.44698
0.66257;0.03669
0.66218;0.67906
0.65786;0.43643
0.65326;0.2491
0.64949;0.83264
0.64595;0.60005
0.64554;0.34744
0.64492;0.0396
0.64067;0.17539
0.63127;0.00172
0.62631;0.63212
0.6222;0.8728
0.62085;0.45123
0.61766;0.25421
0.61497;0.02481
0.6142;0.55757
0.61385;0.38772
0.60894;0.93481
0.60342;0.46887
0.60054;0.32775
0.59525;0.10161
0.59444;0.89675
0.59194;0.00562
0.59085;0.54173
0.58679;0.66154
0.58618;0.24886
0.58348;0.78091
0.58273;0.15664
0.57986;0.46658
0.57965;0.0862
0.57775;0.01797
0.57407;0.32739
0.56892;0.83999
0.56873;0.54029
0.56747;0.30357
0.56671;0.05506
0.56529;0.20437
0.5579;0.02495
0.55644;0.75614
0.55004;0.43348
0.54925;0.09637
0.54919;0.2044
0.54858;0.32997
0.54592;0.04569
0.54218;0.19485
0.5409;0.64198
0.53794;0.04776
0.53612;0.15344
0.52941;0.03658
0.52914;0.52303
0.52877;0.8721
0.5283;0.70717
0.52784;0.19335
0.52555;0.45053
0.52422;0.77461
0.52115;0.0471
0.51807;0.30502
0.51768;0.21013
0.51389;0.01817
0.5086;0.73323
0.50556;0.50295
0.50528;0.82959
0.50525;0.0276
0.50107;0.26531
0.49858;0.43108
0.49622;0.05393
0.49607;0.20194
0.4934;0.37392
0.48978;0.51345
0.48528;0.66609
0.48527;0.04155
0.48519;0.90471
0.48409;0.28179
0.48157;0.74078
0.47796;0.28057
0.47642;0.18125
0.47639;0.44745
0.47455;0.71413
0.47308;0.95342
0.47129;0.01793
0.47105;0.14122
0.46505;0.71038
0.46237;0.03683
0.46103;0.66705
0.46029;0.5881
0.45839;0.27965
0.45516;0.13149
0.45457;0.53664
0.45267;0.80702
0.45266;0.9095
0.45128;0.02631
0.44797;0.23652
0.44457;0.18089
0.44352;0.33885
0.44225;0.952
0.44185;0.75745
0.43792;0.83469
0.43679;0.06081
0.43181;0.19956
0.4297;0.81492
0.42583;0.31823
0.42561;0.97671
0.42536;0.0691
0.42464;0.1534
0.42348;0.02662
0.42073;0.53728
0.41724;0.69804
0.41401;0.02434
0.4139;0.21947
0.41297;0.37614
0.41273;0.95789
0.40781;0.71165
0.40678;0.31207
0.40569;0.15465
0.40515;0.89223
0.40337;0.6273
0.4021;0.47893
0.40155;0.0341
0.3985;0.90667
0.39497;0.83394
0.3949;0.30467
0.39239;0.01406
0.3906;0.28158
0.38987;0.72923
0.38915;0.58387
0.3888;0.48672
0.38661;0.10243
0.38319;0.90643
0.38089;0.62807
0.37995;0.30042
0.37843;0.04262
0.37547;0.38649
0.37375;0.973
0.37234;0.83395
0.37118;0.62889
0.3688;0.19384
0.36778;0.33434
0.36711;0.47424
0.36592;0.03216
0.35919;0.43893
0.35897;0.72041
0.35538;0.16285
0.35514;0.25131
0.3535;0.3457
0.3532;0.02528
0.35043;0.49586
0.34443;0.12783
0.34396;0.88629
0.34355;0.60222
0.34081;0.26884
0.3389;0.38035
0.33881;0.76461
0.33825;0.45298
0.33568;0.84444
0.33369;0.04081
0.33181;0.87423
0.33143;0.14958
0.32895;0.29253
0.32707;0.39759
0.32545;0.7221
0.32479;0.78111
0.32225;0.91126
0.32224;0.5207
0.31729;0.22407
0.31665;0.61012
0.31612;0.80748
0.31582;0.29584
0.31537;0.02795
0.31307;0.07123
0.31298;0.95314
0.3107;0.12865
0.31019;0.36731
0.30544;0.60446
0.30394;0.49147
0.30381;0.79605
0.3022;0.18389
0.30184;0.35647
0.299;0.963
0.29848;0.0375
0.29786;0.27929
0.29729;0.88019
0.2916;0.52278
0.2915;0.33688
0.29091;0.20625
0.29035;0.13518
0.28924;0.76963
0.28917;0.24321
0.28814;0.60317
0.28652;0.93395
0.28601;0.04436
0.2774;0.63991
0.27683;0.40828
0.2765;0.19144
0.27627;0.93593
0.27596;0.50909
0.27523;0.1151
0.27502;0.3125
0.27445;0.02494
0.2669;0.95438
0.26531;0.11456
0.26513;0.47224
0.26446;0.36347
0.26272;0.86235
0.26182;0.26312
0.25997;0.19958
0.25959;0.01664
0.25767;0.08837
0.25454;0.47943
0.25313;0.34984
0.25214;0.17542
0.25169;0.57335
0.25148;0.29449
0.24922;0.96855
0.24845;0.70998
0.24825;0.08407
0.24739;0.39582
0.24345;0.33398
0.24255;0.15164
0.24229;0.55666
0.24169;0.05626
0.23679;0.01055
0.23401;0.3964
0.23296;0.78895
0.23181;0.32158
0.23157;0.11096
0.2306;0.89317
0.22949;0.5396
0.22517;0.97995
0.22353;0.63826
0.22289;0.45352
0.22283;0.02937
0.22251;0.29901
0.21589;0.83231
0.21417;0.25043
0.21165;0.39284
0.21;0.02045
0.2093;0.4842
0.20861;0.56987
0.20719;0.33686
0.20641;0.63317
0.20544;0.98124
0.20513;0.17947
0.20027;0.22294
0.19906;0.13866
0.19844;0.01661
0.19784;0.9445
0.19734;0.80112
0.19411;0.32
0.19182;0.4706
0.189;0.01494
0.18681;0.12253
0.18666;0.65164
0.18482;0.27466
0.18447;0.41716
0.17838;0.35211
0.17707;0.22374
0.1764;0.03029
0.17589;0.12554
0.17507;0.54908
0.17255;0.46731
0.17047;0.91945
0.16595;0.08344
0.16584;0.40038
0.16428;0.57116
0.16412;0.24429
0.16394;0.04538
0.16299;0.75417
0.15515;0.0453
0.15217;0.15962
0.15061;0.55943
0.14924;0.39525
0.14715;0.02014
0.14406;0.07748
0.14118;0.174
0.14094;0.25437
0.13899;0.59972
0.13493;0.4368
0.13414;0.11806
0.1334;0.04972
0.12983;0.6199
0.1291;0.3817
0.12771;0.21593
0.12546;0.02296
0.12405;0.08433
0.12073;0.69881
0.11886;0.40763
0.1176;0.28136
0.11656;0.93289
0.11578;0.02377
0.1148;0.57749
0.11203;0.11282
0.10769;0.49539
0.10736;0.03606
0.10579;0.96749
0.1051;0.22466
0.10004;0.16779
0.09882;0.00418
0.09413;0.31103
0.09123;0.04292
0.08742;0.19085
0.08705;0.83703
0.08032;0.80802
0.07675;0.06659
0.07562;0.45925
0.07448;0.5089
0.07341;0.29257
0.06968;0.39026
0.06686;0.00342
0.06423;0.84631
0.0622;0.05828
0.05712;0.52198
0.05324;0.36741
0.05318;0.10017
0.05098;0.18999
0.04306;0.38901
0.0422;0.04944
0.03931;0.91281
0.03792;0.32623
0.03758;0.11162
0.03425;0.2509
0.03348;0.73239
0.0302;0.4509
0.03007;0.63917
0.02887;0.15269
0.02556;0.83605
0.02296;0.73975
0.02127;0.06565
0.02015;0.55543
0.02001;0.34186
0.01638;0.47987
0.01282;0.62779
0.01169;0.86588
0.01035;0.42661
0.01015;0.18326
0.00654;0.08764
0.00381;0.70815
0.00313;0.75871
0.00222;0.51319
0.00177;0.36069
0.00092;0.45032
0.00047;0.12681
0.00029;0.18268
0.00024;0.57529
0;0.26418
