Base_normalized;Atrial_Side_normalized
0.12794;0.99166
0.14282;0.99096
0.82687;0.98315
0.873;0.98004
0.16947;0.9796
0.37202;0.97938
0.1342;0.97805
0.26363;0.97747
0.25113;0.97607
0.05491;0.97324
0.91487;0.97256
0.29312;0.97221
0.04439;0.97208
0.38054;0.97176
0.88069;0.9715
0.03647;0.97028
0.24351;0.97001
0.82108;0.96561
0.55827;0.96506
0.85314;0.96498
0.1013;0.96481
0.23522;0.96356
0.11664;0.96354
0.73933;0.96335
0.15554;0.96242
0.04897;0.9624
0.31085;0.96208
0.17674;0.96023
0.32967;0.95944
0.28012;0.95931
0.12097;0.95891
0.07004;0.95835
0.62255;0.95818
0.06433;0.95801
0.61529;0.95512
0.90093;0.9545
0.22238;0.95314
0.41235;0.95303
0.09522;0.95301
0.07978;0.95196
0.8652;0.95154
0.4462;0.95104
0.25823;0.94956
0.53778;0.94927
0.3648;0.949
0.33915;0.94828
0.39523;0.94804
0.21723;0.94712
0.23952;0.94505
0.60905;0.94484
0.26763;0.94141
0.03097;0.94055
0.27267;0.9395
0.5294;0.93911
0.40689;0.93826
0.05861;0.93783
0.88542;0.93704
0.0727;0.93695
0.12647;0.93601
0.34793;0.93597
0.10869;0.93554
0.63982;0.93492
0.59597;0.93446
0.78287;0.93437
0.22623;0.93404
0.19287;0.93269
0.65121;0.93234
0.08539;0.9309
0.46438;0.93088
0.6622;0.92986
0.48202;0.92955
0.18857;0.92926
0.09234;0.92752
0.59093;0.92547
0.76352;0.92486
0.06571;0.92455
0.95529;0.92265
0.00457;0.92218
0.0155;0.92168
0.42238;0.92043
0.69063;0.91863
0.92106;0.91607
0.31974;0.91563
0.97808;0.91563
0.90814;0.91535
0.3547;0.91422
0.11363;0.91339
0.02056;0.91307
0.35869;0.91055
0.02641;0.91021
0.10016;0.90969
0.05257;0.90877
0.7017;0.90604
0.13561;0.90603
0.29787;0.90526
0.96141;0.90523
0.075;0.90481
0.21145;0.90175
0.89236;0.8999
0.08828;0.89984
0.94169;0.89941
0.00015;0.89932
0.13157;0.89859
0.41728;0.89769
0.67284;0.89656
0.16445;0.89516
0.31266;0.89372
0.18011;0.89342
0.17151;0.8934
0.49372;0.89278
0.92835;0.89261
0.01095;0.89208
0.17622;0.8915
0.40031;0.89008
0.96925;0.88598
0.47631;0.88573
0.63143;0.88528
0.23154;0.88467
0.14139;0.88285
0.87947;0.8816
0.26208;0.88079
0.84717;0.88007
0.19775;0.87932
0.50349;0.87732
0.04439;0.87194
0.07722;0.87167
0.00318;0.87042
0.2058;0.86994
0.49913;0.86965
0.51912;0.86836
0.16799;0.86828
0.73316;0.86689
0.2442;0.86639
0.71774;0.86506
0.46999;0.86317
0.30514;0.85932
0.14669;0.85894
0.74502;0.85664
0.36933;0.85514
0.06749;0.85437
0.15841;0.85371
0.76971;0.85336
0.05538;0.85288
0.08143;0.85095
0.13695;0.85029
0.66724;0.84973
0.05119;0.84924
0.3232;0.84873
0.93332;0.84849
0.81947;0.84775
0.48526;0.84753
0.85628;0.84633
0.13146;0.84619
0.24799;0.84569
0.4349;0.84483
0.79126;0.84417
0.82902;0.84359
0.94451;0.84303
0.58113;0.84293
0.03064;0.84241
0.26985;0.84027
0.34622;0.83788
0.05851;0.83637
0.00933;0.83448
0.83867;0.83114
0.08932;0.83032
0.09672;0.82767
0.25819;0.82492
0.38677;0.82453
0.65598;0.82444
0.20217;0.82376
0.42571;0.82374
0.08464;0.82181
0.11449;0.82068
0.15354;0.82034
0.10338;0.82008
0.10861;0.81629
0.89424;0.81617
0.5111;0.81331
0.64884;0.81127
0.8749;0.81008
0.30945;0.80815
0.11798;0.80812
0.90448;0.80657
0.12222;0.80645
0.22483;0.80531
0.77274;0.80465
0.55484;0.80449
0.19404;0.80423
0.35517;0.80229
0.91475;0.80125
0.0463;0.80062
0.81106;0.80058
0.99314;0.79996
0.06862;0.79624
0.00748;0.79609
0.44844;0.79603
0.40581;0.79524
0.8814;0.79181
0.72798;0.78943
0;0.78539
0.46297;0.78529
0.17114;0.78526
0.77589;0.78476
0.25298;0.78469
0.63602;0.7842
0.16087;0.78381
0.21742;0.78315
0.80302;0.78291
0.56922;0.78227
0.50573;0.78146
0.79887;0.7813
0.03995;0.78087
0.13966;0.77947
0.92157;0.77848
0.07543;0.77794
0.34297;0.77749
0.0202;0.77726
0.05215;0.77573
0.62648;0.77446
0.52637;0.7728
0.60491;0.77177
0.73886;0.77117
0.08937;0.7688
0.18361;0.76604
0.80709;0.76298
0.39307;0.76296
0.00207;0.76104
0.41901;0.75974
0.13052;0.75939
0.13626;0.7581
0.01559;0.75667
0.76363;0.75604
0.53443;0.75581
